,text,user_id,score,hostel,location,link
591,"Average cleanliness, but the place looks a bit run-down; old furniture, bed clothes, curtains, torn wallpaper. The wall is really thin that you can hear many neighbours. Location is pretty good though. So, for the price I paid, I don't mind that.",2572637,6.0,Hotel Marial,"Lourdes, France",http://www.hostelworld.com/hosteldetails.php/Hotel-Marial/Lourdes/11490
592,"The hotel is really located in Altstadt and very convenient to go to all sight-seeing places from there. The restaurant, which is run by the same owner, was also good.

*NOTE* If you book a bed in a dorm room, it doesn't include breakfast and bed linen, not even a pillow or blanket! It's 5 euro extra unless you brought your own sleeping bag. I think they should update their description not to mislead people.",2572637,7.3,Sudpfanne Hostel,"Heidelberg, Germany",http://www.hostelworld.com/hosteldetails.php/Sudpfanne-Hostel/Heidelberg/19089
593,Love it! The room was great and the view was ,2572637,8.3,Ciarus,"Strasbourg, France",http://www.hostelworld.com/hosteldetails.php/Ciarus/Strasbourg/7043
594,"Very dirty and inadequate. 1 bathroom/toilet per floor (> 10 people). No locker in the room, luggage storage room is the hallway by the reception area. I started to believe that service with smile is not the Italian way. Location is not bad. Student pubs/bars in the area and supermarket is nearby. No fun inside the hostel. You can talk to other people in the hallway while waiting to use toilet/bathroom though. No hot water in the day time and the bathroom was disgusting.",2572637,3.3,Barca,"Venice, Italy",http://www.hostelworld.com/hosteldetails.php/Barca/Venice/5205
595,"Let's break down by items:
Character: 
- Elevator rarely on service. It rarely come when you call, you have to run for it if it's nearby. We stayed on 5th floor and walking up at the end of the day after been on sight-seeing the whole day is tiresome.
- Internet access. No WLAN and there are only 3 PC stations which do not work most of the time of our stay. Luckily we brought our own laptop and connect the cable to our laptop instead.
- Drinks in the reception area is ridiculously expensive. 4 euro for a small bottle of beer. Maybe it's their way of forcing you to go out to supermarket.
+ Good think about this hostel is that there are enough bathrooms/toilets available and also plenty of locker space.

Security: so-so with normal bring-your-own-locks and trust-your-neighbour

Location: Although not document anywhere, you can come to the hostel with blue-line Metro station Castro-Pretorio as well, in case you're coming from Tiburtina station. There are shops and bars nearby so it's quite convenient

Staff: There was one girl who was quite helpful but the rest are not so keen on servicing people. Service-mind are not their big selling point. Also it took a guy who checked us in 3 minutes just to type our names (just 2 names) and I mentioned the problem with PC stations already, so their skills are out of question. Good thing is that they're quite an eye-candy though.

Fun: Depends, if you're communicative and friendly, the common room in the lobby is a good place to talk with other people.

Cleanliness: It's clean, don't worry.",2572637,6.0,The Yellow,"Rome, Italy",http://www.hostelworld.com/hosteldetails.php/The-Yellow/Rome/743
596,"HelloBCN was the best hostel amongst 4 hostels we stayed on this trip. It's not so hard to find, close to metro station and walkable distance to la Ramblas. WLAN works perfectly there and the place is well maintained. Thanks all the staff there for doing a great job running it.",2572637,9.0,HelloBCN Hostel,"Barcelona, Spain",http://www.hostelworld.com/hosteldetails.php/HelloBCN-Hostel/Barcelona/16353
597,"Nice and clean place. Big secured locker in the room, WLAN available in the lobby and gym area. Would also be nice if there are more place to hang stuff in the bathroom though.",2572637,8.3,HelloBCN Hostel,"Barcelona, Spain",http://www.hostelworld.com/hosteldetails.php/HelloBCN-Hostel/Barcelona/16353
598,No customer comment,2865280,8.9,JugendStube,"Brasov, Romania",http://www.hostelworld.com/hosteldetails.php/JugendStube/Brasov/46689
599,No customer comment,2865280,9.1,Old Ukrainian Home Hostel,"Lviv, Ukraine",http://www.hostelworld.com/hosteldetails.php/Old-Ukrainian-Home-Hostel/Lviv/34983
600,No customer comment,2865280,7.1,Hostel Oki Doki,"Warsaw, Poland",http://www.hostelworld.com/hosteldetails.php/Hostel-Oki-Doki/Warsaw/5989
601,No customer comment,2865280,9.7,Mosquito Hostel,"Krakow, Poland",http://www.hostelworld.com/hosteldetails.php/Mosquito-Hostel/Krakow/28164
602,No customer comment,2865280,10.0,Pfefferbett Hostel,"Berlin, Germany",http://www.hostelworld.com/hosteldetails.php/Pfefferbett-Hostel/Berlin/8999
603,"Hotel was very clean with a good room and beds. All staff were extremely helpful, especially to visitors who had not been to Lisbon before.  Very good value.  However, on reflection, I think the description as a central location was rather misleading.  Although the hotel is geographically central in the city, it is situated in the business centre, rather than in the centre of the tourist/action part of the city.  In future I would look for accommodation more central to the activity of the city.   ",1331211,7.0,Hotel Italia,"Lisbon, Portugal",http://www.hostelworld.com/hosteldetails.php/Hotel-Italia/Lisbon/6641
604,A very warm welcoming hostel in a quiet area. The owner is lovely and helpful. It is about 20 minutes walk from the centre of town which may be a negative point for some. Very good value.,3523061,8.7,Hospedaje Costanera,"Punta Arenas, Chile",http://www.hostelworld.com/hosteldetails.php/Hospedaje-Costanera/Punta-Arenas/10794
605,"I really liked it here, it is not anything special but it feels very homey. It is very clean and quiet and the owners are nice. The showers are excellent. Very close to the bus station.",3523061,8.7,Albergue Buenos Aires,"El Calafate, Argentina",http://www.hostelworld.com/hosteldetails.php/Albergue-Buenos-Aires/El-Calafate/1795
606,This is an excellent hostel in many ways. The staff were very friendly and the bathrooms etc were always spotlessly clean. The only thing that we would note is that hostel is not quite the tranquil oasis we had expected - it had a real party vibe when we stayed. The double rooms in the pool house can be very noisy as they are next to the outside area where the parties happen. Our stay was in Summer and it may be different at other times. ,3523061,8.7,Hostel Lao,"Mendoza, Argentina",http://www.hostelworld.com/hosteldetails.php/Hostel-Lao/Mendoza/16017
607,No customer comment,4741135,7.7,International Budget Hostel,"Amsterdam, Netherlands",http://www.hostelworld.com/hosteldetails.php/International-Budget-Hostel/Amsterdam/619
608,No customer comment,4741135,8.0,International Budget Hostel,"Amsterdam, Netherlands",http://www.hostelworld.com/hosteldetails.php/International-Budget-Hostel/Amsterdam/619
609,No customer comment,4946295,7.0,Ashfield Hostel,"Dublin, Ireland",http://www.hostelworld.com/hosteldetails.php/Ashfield-Hostel/Dublin/103
610,The staff was very helpful and courteous. My wife and I would definitely stay here again. Thank you for all your help and assistance. ,2760975,8.7,Crowns Etoile Hotel,"Paris, France",http://www.hostelworld.com/hosteldetails.php/Crowns-Etoile-Hotel/Paris/5071
611,Thank you for our nice staying there. Staff. location and facilities were great!! :),4669096,8.0,Art Space Hostel,"Moscow, Russia",http://www.hostelworld.com/hosteldetails.php/Art-Space-Hostel/Moscow/69505
612,Christine was very nice and kind. The location is really good and the place is simple as the price. Thanks Christine and  everybody! :),4669096,7.1,Fredericks Hostel,"St Petersburg, Russia",http://www.hostelworld.com/hosteldetails.php/Fredericks-Hostel/St-Petersburg/41270
613,beautiful city. nice prices here at the hostel and the food is quite good!!,1774559,8.3,Youthhostel Basel,"Basel, Switzerland",http://www.hostelworld.com/hosteldetails.php/Youthhostel-Basel/Basel/10835
614,everything really clean and no problems at all. the owner is really cool. !!,1774559,9.3,Backpackers Posada de Colon,"Granada, Spain",http://www.hostelworld.com/hosteldetails.php/Backpackers-Posada-de-Colon/Granada/10850
615,it is a really charming place if you dont care about an excesive relaxed level of cleanliness. but the staff is really cool and the building and its location are perfect!! you feel like in home and that is important. ,1774559,8.7,Rambutan Guesthouse,"Granada, Spain",http://www.hostelworld.com/hosteldetails.php/Rambutan-Guesthouse/Granada/5515
616,"Had the best time ever @ rarotonga backpackers. The owners, Rebecca & Paul, are so nice. They cannot do enough for you. Would definately advise people to stay there! It was great. Theres also something happening everynight. You pay $5, for a lift there and back, but you'll definately have a wicked time. Rarotonga backpackers are the best.",1775359,9.3,Rarotonga Backpackers,"Rarotonga, Cook Islands",http://www.hostelworld.com/hosteldetails.php/Rarotonga-Backpackers/Rarotonga/2235
617,"very disappointing. we didn't have a good time at all. things were far too expensive..the only cheap thing was the ammount per night. wouldn't recommend it to anyone. the tents were horrible and filled with mosquitoes and spiders and other bugs. nothing got started until about 10pm, so unless you wanted to spend a lot of money at the restaurant and bar it was boring.",4310561,3.0,PLUS Alba D'Oro Camping,"Venice, Italy",http://www.hostelworld.com/hosteldetails.php/PLUS-Alba-D-Oro-Camping/Venice/66
618,"quite fun, tho very secluded, met a lot of other backpackers...beautiful views from our window. bathroom and kitchen were disappointing but otherwise it was good. local bar had good prices and great food and drinks. ",4310561,8.0,Cinque Terre Holidays,"Cinque Terre, Italy",http://www.hostelworld.com/hosteldetails.php/Cinque-Terre-Holidays/Cinque-Terre/1561
619,"great room, very large, great security(large lockers) and free internet. free breakkie was good. close to EVERYTHING, markets, duomo, churches etc. good prices, including cheap food and water at the hostel.
HIGHLY RECOMMENDED...Florence is amazing and this place is the place to stay.",4310561,8.3,Archi Rossi Hostel,"Florence, Italy",http://www.hostelworld.com/hosteldetails.php/Archi-Rossi-Hostel/Florence/16843
620,"the showers aren't great, due to the hot water only lasting half the morning, but it was great otherwise, we had a fantastic time with the other back packers and the staff, and Jo's dinners were amazing!
thanks!",4310561,10.0,Globtrotters-Gulliver's House,"Rome, Italy",http://www.hostelworld.com/hosteldetails.php/Globtrotters-Gulliver-s-House/Rome/756
621,incredibly nice apartment for very cheap. the downtown area was very easily accessible by the tram. ,3816506,8.3,Leipzig Guesthouse,"Leipzig, Germany",http://www.hostelworld.com/hosteldetails.php/Leipzig-Guesthouse/Leipzig/16278
622,"the man running this hostel was incredibly nice. we had to leave early the next morning, so he did our laundry for us, for free. he washed it and hung it up to dry so it would be ready the next day. he told us of a great restaurant nearby to go to (if you go, get the cherry chicken, its wonderful). the area is a bit dodgy, but so close to the metro, a tram, and a fun club we went to (on the top floor of the kaizer supermarket on the corner). ",3816506,8.0,Apicolone Hostel,"Budapest, Hungary",http://www.hostelworld.com/hosteldetails.php/Apicolone-Hostel/Budapest/15379
623,incredibly nice hostel for a very reasonable price. the staff were very nice and helpful. great location. ,3816506,9.7,Hostel Dioklecijan,"Split, Croatia",http://www.hostelworld.com/hosteldetails.php/Hostel-Dioklecijan/Split/17378
624,"great location, but everything else was pretty bad. one member of the staff was a bit rude, while the other one we met was fine. they charge a lot because of the location, but the room itself is competely not worth it. we were in their separate building across the square, and the shower was freezing, and a bit complicated to work. the faucet in our room leaked a ton constantly, and the shwarma place across the street liked to blast music for most of the night. ",3816506,4.7,Antico Capon,"Venice, Italy",http://www.hostelworld.com/hosteldetails.php/Antico-Capon/Venice/3825
